spatial_smoothing/fwhm/12;spatial_smoothing/tool/spm;slice_timing_correction/ref_slice/middle;signal_modeling/hrf/temporal_dispersion_derivs;spatial_normalization/bias_fwhm/130;spatial_normalization/template;signal_modeling/hrf;signal_modeling/nuisance_regressors/motion/18;spatial_smoothing/fwhm/2;coregistration/cost_function/mutual_information;coregistration;signal_modeling/nuisance_regressors/comp_cor;signal_modelling/temporal_noise_autocorrelation/FAST;coregistration/tool;spatial_normalization/algorithm/DARTEL;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation;spatial_normalization/template/MNI152_linear;coregistration/cost_function;coregistration/source_target;spatial_normalization/bias_regularisation/extremely_light;signal_modeling/nuisance_regressors/motion/24;coregistration/tool/spm;spatial_normalization/bias_fwhm/40;spatial_normalization/bias_fwhm/30;spatial_normalization/template/Ixi549Space;spatial_smoothing/fwhm/4;motion_correction_realignment/register_to/mean;spatial_normalization/bias_fwhm/150;segmentation;spatial_normalization/tool;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/medium;distorsion_correction;spatial_smoothing/fwhm/6;spatial_normalization/bias_fwhm/100;motion_correction_realignment/register_to/first;spatial_normalization/interpolation/trilinear;slice_timing_correction;slice_timing_correction/tool;spatial_normalization/bias_regularisation/heavy;spatial_normalization/bias_regularisation/light;spatial_normalization/interpolation;spatial_normalization/bias_fwhm/70;spatial_normalization/bias_fwhm/60;signal_modeling/nuisance_regressors/motion;spatial_normalization/template/MNI152_nonlinear;spatial_smoothing/tool;coregistration/cost_function/entropy_correlation_coefficient;signal_modeling/tool/SPM;motion_correction_realignment;signal_modeling/hrf/temporal_derivs;signal_modeling/nuisance_regressors;signal_modeling/tool;spatial_normalization/tool/spm;signal_modelling/temporal_noise_autocorrelation/AR1;signal_modelling/temporal_noise_autocorrelation;coregistration/cost_function/normalised_mutual_information;slice_timing_correction/ref_slice;coregistration/cost_function/normalised_cross_correlation;spatial_normalization/bias_fwhm/90;preprocessing;spatial_smoothing/fwhm;coregistration/source_target/func_on_anat;spatial_normalization/algorithm/nonlinear;spatial_normalization/template/MNI305;spatial_normalization/bias_fwhm/120;motion_correction_realignment/tool/spm;spatial_normalization/algorithm;motion_correction_realignment/tool;motion_correction_realignment/register_to;slice_timing_correction/tool/spm;spatial_normalization;spatial_smoothing/fwhm/14;spatial_smoothing;spatial_normalization/bias_fwhm/80;spatial_smoothing/fwhm/10;spatial_normalization/bias_fwhm;spatial_normalization/bias_regularisation/very_light;pipeline;coregistration/source_target/anat_on_func;signal_modeling/nuisance_regressors/motion/6;spatial_normalization/bias_fwhm/110;spatial_normalization/bias_fwhm/140;signal_modeling;slice_timing_correction/ref_slice/first;spatial_smoothing/fwhm/8;spatial_normalization/interpolation/nearest_neighbour;first_level;signal_modeling/hrf/canonical;id;from_ref;from_mean;from_33210c8a5f0e3921b5074eb7a4abd82a5b4f6e7acfb02db00e525f07dc8b4bd3;from_1bd27c273e9f4d9eec9254015501cc8d1eeb109a6cc6ff25c55bfc81f210bb23;from_e2981f97fc870a8fc8a66d9a40c3cc8dcb21be746ad83ecbcc320c8fe4298a73;from_bdab21629030923da17e248d7689fc21eb1abea0d889d3b44c67b4baf6a07de5;from_6363ceb4ad5221e2fd865e8ba9181032905c33814f925c2e960adcd5354485e4;from_2566dc31e9fbea6d892a21f56ecb62ff9df850705b65b17754f772d13f060284;from_6b4189bcd2f407a23e0ebc2d14de55529eaab1b0f5a612ba46b79d019b03cc46;from_c475f858fc2881ef01d1d4b705346000d23d56508ee89dcbf18e173daf48de57;from_5b935ba44056218711fe041d9e5000904a788b010f7c12dd70041a2e5cc4e135;from_05a74cdcbd5faa976b866eec5a083de5e3945cc85a8971c44863127732e7026d;mean_corr
False;True;False;False;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;bc160df13ddff993f643fe4b9d510a9934415493f15664b320439bd7eae800cc;0.6153898746541697;0.6719371684772799;0.3535309190007656;0.4568410354772556;0.4583479158023909;0.6154594815826679;0.1623988454941264;0.3165561299200247;0.4800449693075831;0.5908931964876619;0.5903549063033459;0.3729323228386818;0.44907236092890845
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;e3c35e2a50da78ad3ffb157ec7320abbc29d9982886d34da891ba83533d38a6f;0.6126531001376933;0.6721978607528422;0.3584554382464782;0.4548303080538777;0.4579499182247861;0.6126025329779499;0.1591340449234731;0.316826157283711;0.4803806862965257;0.6023738497354317;0.5707778701738783;0.3781871818453416;0.4489775684916272
False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;716ce67f176643356666fbf7ec476fc5c5e07bc420962702ae514833bec109af;0.4996568861851878;0.5180382461811811;0.544719696830358;0.632452278341925;0.6249957137170393;0.4998382417909482;0.8431730554650987;0.6948465107830573;0.3441194756680586;0.2691473731536375;0.3811318946429154;0.5393847964636955;0.3646136602943109
False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;641aa9c3baa8d7c3847a47430bf431e33d4026d6b36e081bfc8b0bc07843f6ad;0.6031295830144959;0.6647499774523519;0.3414807156336863;0.4486581040531546;0.4502278760967009;0.6030315319846321;0.1635237709764997;0.319410192653922;0.4779458599456504;0.5664566345102402;0.6088497574716984;0.3591358038834258;0.4448161875733506
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;2fa79217a56b782c418d76d7bda3b47c2894072fa48d052aaa82f0300e928aac;0.3531158264253727;0.413428559503924;0.4465399727903067;0.4966577367274794;0.4907624601747016;0.3532157414534548;0.9999999999999998;0.635454868074742;0.2399695414178541;0.182589526280677;0.247914357979482;0.4405626430354541;0.2972059535237501
False;True;False;True;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;0b08c8dd0edbb3f655602b8945cb370af81d46991af1b387c21a72ff2c9becf8;0.4631263565252251;0.6167322558685077;0.4733379936787567;0.355625807043204;0.3597200499821125;0.4629226191355937;0.1407959477585063;0.2566587381936684;0.6439146852638813;0.8624105043714149;0.4869158528933213;0.4927451148573061;0.409718156710426
False;True;True;True;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;False;False;True;False;False;False;True;False;d59e4de078ec33fbf71b13975156db8914d5d7b035bc8963395987688f631608;0.5332894697344529;0.6477629039797574;0.5974610122922246;0.4265450565522055;0.431076431092684;0.5331226374690418;0.1835449491648439;0.3114608984167957;0.7467917069308828;0.9820854501376984;0.5259280464535081;0.6029061752405828;0.43566493758417046
False;True;False;False;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;34c3f50e382b6996af8a3d566ba97cc40148de40dcf62144546b3d05cc52ecc2;0.5963143026928573;0.559200750257085;0.5703244821306056;0.7720860847231846;0.7736994414677175;0.5961221734066;0.6355510626239689;0.989303510258172;0.3437025493672146;0.3102512192408667;0.3001534736327714;0.5741473266913288;0.3917749184502617
False;True;False;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;False;True;False;True;False;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;433b5234c9fe764b8d9640706595c0433e28cbe34cd938c85e208fbe4da9b04c;0.0390633827432582;0.2125096544397075;0.0520078937193994;0.0335311828439352;0.0349496714116428;0.0389921802506628;0.0121711784729191;0.0263399818160474;0.057103846659781;0.0772090235218965;0.0335474915673388;0.0540552556178079;0.1292578768439903
False;True;True;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;False;False;True;False;False;False;True;False;17e5e2b83d7f34418c5a0a8cbc605a0edaf11215611486b69ca22215d16dcd76;0.1253848429326525;0.3719881638151322;0.1570493167723379;0.0951440745870763;0.0992526899554165;0.1253306417541268;0.031668674651502;0.0658834295175199;0.2065091122342426;0.2857721916029928;0.1158224995254515;0.1641096063813296;0.23486790098635585
False;True;True;True;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;fd2915bd5543d444c4d180ffff6cfd3ca37b407ac50bb294ef83c934919848c6;0.5833464542945787;0.6165431560175255;1.0;0.6365837038260588;0.6406680331695234;0.5831003222485256;0.4465399727903067;0.5708765282806334;0.598104220078454;0.5988588672648455;0.3802941150713941;0.943394014502812;0.42054149754795833
False;True;True;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;002b7fc863236ee3cedd78fb6a436e1af5f9eaa21ef900916d291042f6fa3b00;0.6157384580862777;0.6679670323244098;0.3448142145050414;0.4561697929004504;0.4573220114718662;0.6156494537520044;0.1679909573147125;0.313533030579274;0.4823324443539297;0.5686424478150328;0.6321023357337023;0.3610789222126008;0.4469401264844926
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;bc947720f407e01f726779ebbe0e8256b18c9752e89a223f1a7dcff2fb305ebf;0.420377835296326;0.4429031080359751;0.4626118538785286;0.5963868906182777;0.5967238297044198;0.4201997579324312;0.7039889330331732;0.8442999121842887;0.2379041689030837;0.2104118849711317;0.2013784951753317;0.464119445535383;0.3181847848781371
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;764a205a23f74f6827e5afadebcca045e800ca1567f085e54781f10bd1a2e8dd;0.6365339119371574;0.5956791277092822;0.571833609437013;0.6960569798824805;0.6853310871130459;0.6368608908264394;0.6144230697754443;0.6065740337450897;0.4454935404505116;0.3600221751027429;0.5614329325248507;0.570947406457611;0.41066024934533574
False;True;False;False;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;894ba2f93add740499ad77f92cc34911e35c8fda9c5dfc3a2920f15d24036654;0.6025893421815695;0.66463578962179;0.3412031102853611;0.448137231871253;0.449823785824966;0.6025370447455035;0.163383560378565;0.3192496230888365;0.4775917198523226;0.5661503579370437;0.6092272616656875;0.3589320006783361;0.44474371677544017
True;True;False;False;False;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;8f7bd1d0263095b2320ef5f182a421be6afa3dfd54a998235ed247276058fa1c;0.486946451447682;0.5697848600541129;0.3184686328276667;0.3746051160107485;0.3658148909563991;0.487089413491087;0.2093371597533654;0.2573190757779588;0.4821060612942479;0.4785499018935248;0.9169482216979116;0.3294030743190423;0.39096662845330654
False;True;True;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;d2f2959e4de8eeded5cc5a81f2c4a18c844b1f90202529fcf82aa373f39f9617;0.8128896140068934;0.667362252653643;0.6140180429773715;0.9164058591686725;0.9138054536018294;0.812901426317214;0.5207288160741447;0.7765631659019362;0.4734489613268531;0.4190812596663928;0.4644348718622529;0.6160746213645332;0.4532600581839582
False;True;False;True;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;c5428e54d203f52e93ecf4707a6d4de1fa48474eca278ae798d28ef56b42a9a5;0.1494800930099985;0.384665084609418;0.1803805526487217;0.1134178338096652;0.1180177924742233;0.1492977882650995;0.0388172578522373;0.0824209179051631;0.2438187971176637;0.3289032670486456;0.1371011661128887;0.189936076418145;0.24353922407829148
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;False;False;False;True;True;4f5eb6d8b09a8cd0683a744c1ebec9cec4da06711d13d2852b90eda87e539ca2;0.7344086517957163;0.7124810330716188;0.4320140907552446;0.5616548056356215;0.5656938536178582;0.7344135106566546;0.2078403646244181;0.406707578408612;0.5451696887690267;0.6190119700046944;0.6232422602122716;0.4485383835749351;0.4803469708240391
False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;32821d84a943100622bf05dcb789e8a4c47b7af9f38a3dadcc27a2178d50c767;0.0531403461612958;0.2631643170814441;0.0452829057531733;0.0439443272190958;0.044963196550176;0.0530456908679198;0.0211880228597923;0.035667086441542;0.049698586175803;0.0691198095772417;0.0725301648220669;0.0484201374807441;0.15812806909489682
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;True;da1c63407fe603f37f52b3c1e72f08f3387fbd58fd3e56d2d65b37d23fb2407f;0.8224870290543673;0.7246623388390543;0.4923355833252627;0.6553187155852715;0.6595250059866464;0.8222412055114822;0.2535900275966953;0.485699312669846;0.5639999795648493;0.5963724655288586;0.6003597684737448;0.506936596919066;0.48748805255949196
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;True;af41ec1690ee4b5cfa0094f83d508c8ed063bce9a376e1ceb96ec9c65c7bf279;0.825034042637561;0.7216492733104438;0.4834875352865364;0.6575025010998602;0.6590168903364136;0.82484291539211;0.2586404190227224;0.4852361791571693;0.5635722530722426;0.5803975358102527;0.6208838933331948;0.4973681639548908;0.48622038817805185
False;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;True;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;dea86d190a2e4a6aa20f24e1e7d55a36d75d607105e4aee7adddfd230adc630c;0.4263167471663388;0.446648659411419;0.4640351548104408;0.605697816827168;0.6060466867454116;0.4262617754547868;0.7542756159273398;0.8108989674447656;0.2440185056779777;0.2088594357071833;0.2144454179363973;0.4613837071282166;0.3212666066896873
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;ad392b6d6ae58640e26769b51716ffdd815da5dda04a44ba15ca144d3006eacb;0.8064940031794035;0.6545358008591129;0.6366891951245334;0.9228390408518208;0.9199253713453452;0.8064592878408767;0.4610392906083961;0.7887965678474661;0.452122388839432;0.4307246103928817;0.4076925204244418;0.6472950981205599;0.4453282695443586
True;True;True;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;True;False;0ed1bcb037b81c25e1ad87b22101a52e8047720e47b9bad2ee8e6bfc46a3b0cc;0.6912922664472585;0.6959619841962069;0.3951537834914875;0.5155448541283505;0.5187257505101085;0.6912503778814653;0.1837877060877129;0.3478097945200346;0.5135171124167957;0.6188134349140819;0.6083792658663112;0.413776032612776;0.46732666549028
True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;f61beeb9345794f8a45e4ac6389c3e0e2aeb5c992f077401fd1f833e53ffcaae;0.6788349564008036;0.6948409509997865;0.3920095399195162;0.5083458178589992;0.5097834709072305;0.6788537100748614;0.1824941114005089;0.3536904870622689;0.5144031664359566;0.6154489031500315;0.6110722758431314;0.4115148719864087;0.4674057167975185
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;acc96ad97fe4d0589262d45243127497c7e281684c29c199203b48fedffa2e5f;0.1123915426979397;0.3472930448969709;0.1324484656670514;0.085873275024957;0.087950432133242;0.1123369617935294;0.032355220907106;0.0601590555244154;0.2192854152602045;0.2403620017626377;0.1206910189037035;0.1396175910477364;0.21881303324668241
False;True;True;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;True;True;True;6006ca89cac641bbadfa3b8492ff758bccf10986c190fb8c59f747c389a032e1;0.8444387842655091;0.7269489699772486;0.4922426599385592;0.6688896190825104;0.672496549203336;0.8444167902622365;0.268234453660075;0.4731541685682761;0.5729903041346674;0.5893564139759435;0.6331410669950104;0.5029461148724438;0.4881233566166662
False;True;False;True;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;3c1a31d361bec3c71ff628183b7fa861b4976ec9a0c8bca2bda3ae6b79744b78;0.4674320252232148;0.5337408608231485;0.7994302074257226;0.5835492678521725;0.5855009593443705;0.4673145785861504;0.5854945828286398;0.6414150625396566;0.4229910251034574;0.4161629551666858;0.2811762473924628;0.8133330070386369;0.37305606339205366
False;True;False;True;False;True;True;True;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;fd99d7c99a08280e65c6ec0d08887cce8c6915e0d6123aefa601bc5503cd3ca7;0.4674320252232148;0.5337408608231485;0.7994302074257226;0.5835492678521725;0.5855009593443705;0.4673145785861504;0.5854945828286398;0.6414150625396566;0.4229910251034574;0.4161629551666858;0.2811762473924628;0.8133330070386369;0.37305606339205366
True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;187b8f0d543be20e296f5c7aafd9f24b74576d95a45b338888c72655c31131be;0.4872091281894815;0.5697554355860178;0.3182574168036452;0.3747800155998946;0.3659650333495119;0.4872579998929321;0.2090762211345483;0.2573916667606066;0.4819325181435099;0.4785939791682573;0.9169807275116224;0.3291491452445227;0.3909479563963761
False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;True;True;True;True;False;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;12e9834aa6e8e0c29da8616d02fa2b2322582d02b748f3b3637eb137f4f1f40d;0.6008971117086229;0.5510880134200659;0.5857650963546828;0.7840033476254297;0.7843381163871089;0.6007795029011486;0.597210475084413;0.916877678497862;0.3363694917073175;0.3128559478706748;0.2832076587601626;0.592484847722411;0.3863609392234126
False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;False;9c3d3041686eab3bf61328bf960b5ec2d237498f91e6ff09e339503dfeca78d9;0.0531403461612958;0.2631643170814441;0.0452829057531733;0.0439443272190958;0.044963196550176;0.0530456908679198;0.0211880228597923;0.035667086441542;0.049698586175803;0.0691198095772417;0.0725301648220669;0.0484201374807441;0.15812806909489682
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;09adb5bef07a4cc4918ffb7429e67ddcf07483530bcb84efa17192f1dcbc1bd5;0.3568500379734707;0.416533334833699;0.4491243663637994;0.500845176591387;0.4956684362573171;0.3568958119163796;0.9843322119589032;0.6418619348464489;0.2418372655830636;0.185361963215898;0.2481341873542518;0.4428054135231445;0.2993300642369854
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;True;True;True;False;e8d2343c498c9b3767c38295157e91dfd18c1f16bad0c70790ec14b59621a307;0.1232081542968653;0.3727838573066431;0.0820567809767018;0.090933633756839;0.0920044100409538;0.122981005688105;0.0442169095845133;0.0673773747242838;0.1023784729942587;0.1396401771951896;0.2036475120915321;0.0886818270931672;0.23104514483000851
